id,supplement,category,type,name,ruby,maxlv,maxlv_int,timing,skill,dfclty,target,rng,encroach,encroach_int,restrict,premise,flavor,effect,ref_weapon_id,ref_armor_id,ref_faq_id,ref_info_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_restrict_order
基本1-鋼の肉体,基本1,キュマイラ,一般,鋼の肉体,ハカネノニクタイ,5,5,メジャーアクション,—,自動成功,自身,至近,2,2,—,,筋肉の力で傷口を無理やりふさぐエフェクト。,HPを[(LV)D+【肉体】]点回復し、現在与えられている暴走以外のバッドステータスすべてを回復する。,,,,,EA,EA-鋼の肉体,,,,,,,,0
基本1-ハンティングスタイル,基本1,キュマイラ,一般,ハンティングスタイル,ハンティンクスタイル,3,3,マイナーアクション,—,自動成功,自身,至近,1,1,—,,肉食獣のような狩りに適した姿へと変化し、獲物へと接近するエフェクト。,あなたは戦闘移動を行なう。この移動では、離脱を行なえる。また、移動中に他のエンゲージに接触しても移動を終える必要はなく、封鎖の影響も受けない。このエフェクトは1シーンにLV回まで使用できる。,,,19,,EA,EA-ハンティングスタイル,,,,,,,,0
基本1-魔獣の咆哮,基本1,キュマイラ,一般,魔獣の咆哮,マシュウノホウコウ,3,3,オートアクション,—,自動成功,単体,視界,4,4,—,,雄叫びによって対象を威圧するエフェクト。,対象が判定を行なう直前に使用する。その判定のダイスを−LV個する。このエフェクトは1ラウンドに1回まで使用できる。,,,,,EA,EA-魔獣の咆哮,,,,,,,,0
基本1-竜鱗,基本1,キュマイラ,一般,竜鱗,リュウリン,3,3,リアクション,—,自動成功,自身,至近,3,3,—,,自身の外皮を鱗状に硬質化させ身を守るエフェクト。,あなたへの攻撃に対するリアクションとして使用する。その攻撃は命中する代わりに、あなたの装甲値を+[LV×10]してダメージを算出する。この装甲値は他の防具と重複する。このエフェクトは他のエフェクトと組み合わせて使用できない。,,,,,EA,EA-竜鱗,,,,,,,,0
基本1-フルパワーアタック,基本1,キュマイラ,一般,フルパワーアタック,フルハワーアタック,3,3,セットアッププロセス,—,自動成功,自身,至近,4,4,80%,,全身の力を集約した構えから一撃で大ダメージを与えるエフェクト。,そのラウンド中にあなたが行なう白兵攻撃の攻撃力を+[LV×5]する。ただし、そのラウンドの間、あなたの【行動値】は0となる。このエフェクトによる【行動値】への修正は他のエフェクトに優先する。,,,58 59,,EA,EA-フルパワーアタック,,,,,,,,1
基本1-獣の魂,基本1,キュマイラ,一般,獣の魂,ケモノノタマシイ,3,3,オートアクション,—,自動成功,自身,至近,5,5,100%,,レネゲイドを活性化して、自身の身体能力を爆発的に上昇させるエフェクト。,あなたが【肉体】を使用した技能の判定を行なう直前に使用する。その判定のダイスを+5個する。このエフェクトは1シーンにLV回まで使用できる。,,,,,EA,EA-獣の魂,,,,,,,,2
基本1-究極獣化,基本1,キュマイラ,一般,究極獣化,キュウキョクシュウカ,5,5,マイナーアクション,—,自動成功,自身,至近,4D10,40,120%,,究極といえるほど肉体を強靭なものに変化させるエフェクト。,《完全獣化》の効果中のみ使用できる。あなたが行なう攻撃のダメージを+(LV)Dし、装甲値を+10する。このエフェクトはシーンが終了するか、《完全獣化》の効果が失われるまで持続する。,,,,,EA,EA-究極獣化,基本1-完全獣化,,,,,,,3
基本1-剛身獣化,基本1,キュマイラ,一般,剛身獣化,コウシンシュウカ,3,3,マイナーアクション,—,自動成功,自身,至近,6,6,ピュアブリード,,肉体を甲殻などで覆い、プロテクターのようにすることで、攻撃力、防御力を上昇させるエフェクト。,このシーンの間、あなたが行なう素手による攻撃の攻撃力を+[LV×2]し、あなたの装甲値を+[LV×3]する。この装甲値は他の防具と重複する。,,,,,EA,EA-剛身獣化,,基本1-素手,,,,,,5
基本1-うごめく弾丸,基本1,エグザイル,一般,うごめく弾丸,ウコメクタンカン,5,5,メジャーアクション,〈射撃〉,対決,—,武器,2,2,—,,弾丸や矢に自分の体組織を同化させ、傷口から相手の邪魔をするエフェクト。,このエフェクトを組み合わせた射撃攻撃で、1点でもHPダメージを与えた場合、さらに対象にバッドステータスの重圧を与える。このエフェクトは1シーンにLV回まで使用できる。,,,,,EA,EA-うごめく弾丸,,,,,,,,0
基本1-オールレンジ,基本1,エグザイル,一般,オールレンジ,オールレンシ,5,5,メジャーアクション,〈白兵〉〈射撃〉,対決,—,武器,2,2,—,,みずからの四肢をより正確に操作するエフェクト。,このエフェクトを組み合わせた判定のダイスを+LV個する。,,,,,EA,EA-オールレンジ,,,,,,,,0
基本1-踊る髪,基本1,エグザイル,一般,踊る髪,オトルカミ,1,1,メジャーアクション,〈白兵〉〈射撃〉,対決,—,武器,2,2,—,,髪を飛ばす、動かすなどして、相手を搦め捕るエフェクト。,このエフェクトを組み合わせた攻撃で1点でもHPダメージを与えた場合、さらに対象にバッドステータスの硬直を与える。,,,,,EA,EA-踊る髪,,,,,,,,0
基本1-壁に耳あり,基本1,エグザイル,一般,壁に耳あり,カヘニミミアリ,5,5,メジャーアクション,〈情報:〉,—,—,—,2,2,—,,体の一部分を切り離して、独自に情報収集をさせるエフェクト。,すべての〈情報:〉に組み合わせることができる。このエフェクトを組み合わせた判定のダイスを+[LV+1]個する。,,,,,EA,EA-壁に耳あり,,,,,,,,0
基本1-カンビュセスの籤,基本1,エグザイル,一般,カンビュセスの籤,カンヒュセスノクシ,5,5,メジャーアクション,〈RC〉,自動成功,単体,至近,2,2,—,,みずからの体組織を他人に移植して負傷を癒すエフェクト。,このエフェクトは自身を対象にできない。対象のHPを[(LV)D+【肉体】]点回復する。,,,,,EA,EA-カンビュセスの籤,,,,,,,,0
基本1-吸収,基本1,エグザイル,一般,吸収,キュウシュウ,3,3,メジャーアクション,〈白兵〉〈射撃〉,対決,—,武器,2,2,—,,対象の一部をあなたの身体の内部に取り込むエフェクト。,このエフェクトを組み合わせた攻撃で1点でもHPダメージを与えた場合、そのラウンドの間、対象が行なうあらゆる判定のダイスを−LV個する。,,,,,EA,EA-吸収,,,,,,,,0
基本1-崩れずの群れ,基本1,エグザイル,一般,崩れずの群れ,クスレスノムレ,1,1,オートアクション,—,自動成功,自身,至近,2,2,—,,身体の一部分を分裂させて対象をかばうエフェクト。,ダメージロールの直前に使用する。あなたはカバーリングを行なう。このカバーリングによって、あなたは行動済みにならず、あなたが行動済みでも使用できる。このエフェクトは1メインプロセスに1回まで使用できる。,,,,,EA,EA-崩れずの群れ,基本2-命のカーテン,,,,,,,0
基本1-伸縮腕,基本1,エグザイル,一般,伸縮腕,シンシュクワン,3,3,メジャーアクション,〈白兵〉,対決,—,視界,2,2,—,,手足を伸ばし、対象を攻撃する。,このエフェクトを組み合わせた白兵攻撃の射程を視界に変更する。このエフェクトを組み合わせた判定のダイスを−[3−LV]個する(最大0個)。,,,,,EA,EA-伸縮腕,,,,,,,,0
基本1-骨の銃,基本1,エグザイル,一般,骨の銃,ホネノシュウ,5,5,マイナーアクション,—,自動成功,自身,至近,3,3,—,,骨を弾丸とする銃を、体内で作り出すエフェクト。,そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,基本1-骨の銃,,,,EA IA,EA-骨の銃 IA-骨の銃,,,,,,IC-金属骨格,,0
基本1-骨の剣,基本1,エグザイル,一般,骨の剣,ホネノツルキ,5,5,マイナーアクション,—,自動成功,自身,至近,3,3,—,,骨の形状を変化させ、白兵用の武器に仕立て上げるエフェクト。,そのシーンの間、あなたの素手のデータを以下のように変更する。,基本1-骨の剣,,,,EA IA,EA-骨の剣 IA-骨の剣,,基本1-素手,,,,IC-金属骨格,,0
基本1-歪みの体,基本1,エグザイル,一般,歪みの体,ユカミノカラタ,10,10,オートアクション,—,自動成功,自身,至近,1,1,—,,柔らかい体を生かし、衝撃を逃すエフェクト。,あなたがガードを行なう際に宣言する。このガードの間、あなたのガード値を+[LV+3]する。,,,,,EA,EA-歪みの体,,,,,,,,0
基本1-螺旋擊,基本1,エグザイル,一般,螺旋擊,ラセンケキ,3,3,マイナーアクション,—,自動成功,自身,至近,3,3,80%,,螺旋状に力を蓄え強力な一撃を与えるエフェクト。,このメインプロセスの間、あなたが行なうメジャーアクションに対するリアクションは、クリティカル値が+1される。このエフェクトは1シーンにLV回まで使用できる。,,,,,EA,EA-螺旋擊,,,,,,,,1
基本1-ジャイアントグロウス,基本1,エグザイル,一般,ジャイアントグロウス,シャイアントクロウス,3,3,メジャーアクション,〈白兵〉,対決,範囲(選択),武器,5,5,100%,,肉体の一部を成長させ、強化するエフェクト。,このエフェクトを組み合わせた白兵攻撃の対象を範囲(選択)に変更し、攻撃力を+2Dする。このエフェクトは1シナリオにLV回まで使用できる。,,,,,EA,EA-ジャイアントグロウス,,,,,,,,2
基本1-透過,基本1,エグザイル,一般,透過,トウカ,1,1,オートアクション,—,自動成功,自身,至近,4D10,40,120%,,肉体を液体と化し攻撃を通過させ、さらにみずからのエネルギーへと変換するエフェクト。,あなたへのHPダメージが算出された直後に使用する。あなたに適用される(予定の)HPダメージを0に変更する。このエフェクトは1シナリオに1回まで使用できる。,,,,,EA,EA-透過,,,,,,,,3
基本1-がらんどうの肉体,基本1,エグザイル,一般,がらんどうの肉体,カラントウノニクタイ,3,3,オートアクション,—,自動成功,自身,至近,3,3,ピュアブリード,,体内の重要器官を移動させることでダメージを無効化するエフェクト。,あなたへのHPダメージが算出された直後に使用する。あなたが受ける(予定の)ダメージを−(LV)Dする。このエフェクトは1ラウンドに1回まで使用できる。,,,,,EA,EA-がらんどうの肉体,,,,,,,,5
基本1-一閃,基本1,ハヌマーン,一般,一閃,イッセン,1,1,メジャーアクション,〈白兵〉,対決,—,武器,2,2,—,,一瞬にして敵に近づき、攻撃するエフェクト。,このエフェクトを組み合わせた場合、全力移動を行なった後に白兵攻撃を行なう。攻撃の成否にかかわらず、移動は行なわれる。ただし、離脱は行なえない。,,,,,EA,EA-一閃,,,,,,,,0
