id,supplement,category,name,ruby,type,procure,procure_int,stock,stock_int,exp,exp_int,rec,flavor,effect,price,rec_effect,ref_weapon_id,ref_faq_id,ref_info_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_order,cost_order
PE-洗脳装置,PE,FHアイテム,洗脳装置,センノウソウチ,一般,購入不可,,200,200,,,,FHが開発した、洗脳を行なうための装置。オーヴァードには効果がない。,メジャーアクションで使用する。エンゲージにいる、非オーヴァードのキャラクターひとりを洗脳する。洗脳されたキャラクターの行動はあなたが決定する。対象はこの決定に逆らうことはできない。この効果は、あなたの任意のタイミングで解除できる。また、このアイテムがなんらかの理由で破壊された場合も、効果は失われる。このアイテムは1シナリオに1回まで使用できる。,,,,,,IA,IA-洗脳装置,,,,,,,,0,200
PE-αトランス,PE,FHアイテム,αトランス,アルファトランス,使い捨て,購入不可,,100,100,,,,服用者をオーヴァードにする薬品。オーヴァードが服用することで、一時的に新しいエフェクトに目覚めることもある。,取得時に「タイミング:常時」以外の「制限:—」のエフェクトからひとつを選択する。マイナーアクションで使用する。そのシーンの間、あなたは選択したエフェクトを取得したものとして使用できる。このエフェクトのレベルは1とし、侵蝕率によるレベルの上昇は行なわれない。ただし、使用することであなたの侵蝕率を+2D10する。,,,,,,IA,IA-αトランス,,,,,,,,1,100
IC-守護者の手袋,IC,ユニークアイテム,守護者の手袋,シュコシャノテフクロ,一般,,,,,10,10,,古くから護り手と呼ばれる存在がつけてきた手袋。EXレネゲイドに感染しており、持ち主が誰かを守ろうとする意志に反応する。,あなたがカバーリングと同時に行なうガードのガード値に+3する。,,,,,,IA,IA-守護者の手袋,,,,,,,,0,10
IC-Rオーヴァドライブ,IC,ユニークアイテム,Rオーヴァドライブ,Rオーウァトライフ,一般,,,,,15,15,,レネゲイドの力を増加させる機構を有するヘッドギア。しかし、使用することでレネゲイドウィルスが活性化してしまう。,あなたがエフェクトを組み合わせた判定を行なう直前に使用する。その判定のダイスに+2個する。この効果を使用すると、あなたの侵蝕率に+3する。この効果は1シーンに1回まで使用できる。,,,,,,IA,IA-Rオーヴァドライブ,,,,,,,,0,15
IC-かけがえのない逸品,IC,ユニークアイテム,かけがえのない逸品,カケカエノナイイッヒン,使い捨て,,,,,5,5,,体内のレネゲイドウィルスすら揺り動かす、あなたにとって大切なもの。,シーン登場の際、あなたが侵蝕率を上昇させるダイスを振った直後に使用する。そのダイスを振り直す。結果は振り直した後のものを適用する。このアイテムは最大で3つまでしか常備化することができない。,,,,,,IA,IA-かけがえのない逸品,,,,,,,,1,5
IC-レッドナイトメア,IC,ユニークアイテム,レッドナイトメア,レットナイトメア,使い捨て,,,,,15,15,,さまざまな薬品を、結晶化したEXレネゲイドと混ぜ合わせることで完成した合成薬。,セットアッププロセスで使用する。そのラウンドの間、あなたの【行動値】に+3、あなたが行なう判定のダイスに+1個、あなたが行なう白兵攻撃の攻撃力に+3する。ただし、使用すると、あなたの侵蝕率に+10する。,,,,,,IA,IA-レッドナイトメア,,,,,,,,1,15
IC-エンジェリックフラッシュ,IC,ユニークアイテム:エンジェルハィロゥ,エンジェリックフラッシュ,エンシェリックフラッシュ,使い捨て,,,,,10,10,,エンジェルハィロゥの作り出す光を増幅させることで大閃光を発生させる発光装置。瞬間的に周囲を照らし出す光は、すべての不利益を白日の下に晒す。,あなたが行なうドッジの判定の直前に使用する。その判定はダイスが減少するいかなる効果の影響も受けない。,,,,,,IA,IA-エンジェリックフラッシュ,,,,,,,,1,10
IC-ライトサーバー,IC,ユニークアイテム:エンジェルハィロゥ,ライトサーバー,ライトサーハー,使い捨て,,,,,40,40,,EXレネゲイドが感染したクリスタルを使用した光増幅器。クリスタルの力で光を収束、増幅することができるが、耐久性の問題で再使用はできない。,あなたが行なう〈RC〉による攻撃の判定の直前に使用する。その判定の達成値に+20する。,,,,,,IA,IA-ライトサーバー,,,,,,,,1,40
IC-ブラックスフィア,IC,ユニークアイテム:バロール,ブラックスフィア,フラックスフィア,一般,,,,,25,25,,バロールシンドロームを発症したオーヴァードが使うことによって、重力操作能力を高める力を持つ、魔眼に似た球状の金属塊。,セットアッププロセスに使用する。そのラウンドの間、あなたが行なうバロールのエフェクトを組み合わせた判定のダイスに+3個する。使用後、あなたの侵蝕率に+2する。,,,,,,IA,IA-ブラックスフィア,,,,,,,,0,25
IC-雷虫,IC,ユニークアイテム:ブラックドッグ,雷虫,ライチュウ,使い捨て,,,,,20,20,,体内に寄生することによって、宿主の生体電流の流れを変える寄生虫。,いつでも使用できる。そのメインプロセスの間、あなたが使用する「技能:〈RC〉」のエフェクトのレベルひとつに+1する。複数エフェクトを使用する場合、ひとつ選択し、選択したエフェクトのレベルに+1する。この効果でレベルの上限を超えてもよいが、エフェクトの使用回数は増加しない。レアアイテム。,,,,,,IA,IA-雷虫,,,,,,,,1,20
IC-貴人礼賛,IC,ユニークアイテム:ブラム=ストーカー,貴人礼賛,キシンライサン,一般,,,,,20,20,,ブラム=ストーカーのオーヴァードのみに効果を及ぼす古い装飾品。身につけた者を高貴なる存在だと印象づける力を持っている。,マイナーアクションで使用する。そのメインプロセスの間、あなたが行なう【社会】判定のダイスに+3個する。この効果は1シーンに1回まで使用できる。,,,,,,IA,IA-貴人礼賛,,,,,,,,0,20
IC-造血剤,IC,ユニークアイテム:ブラム=ストーカー,造血剤,ソウケツサイ,使い捨て,,,,,5,5,,最先端医療技術によって特殊な調整を施された造血剤。普通は血液生成を促進する程度だが、ブラム=ストーカーのオーヴァードが服用すれば、即座に体内の血液を作り出せる。,効果によってHPを失うブラム=ストーカーのエフェクトを使用する直前に使用する。あなたはそのエフェクトによってHPを失わない。HPを失う効果を持つエフェクトを複数組み合わせている場合、どれかひとつを選択すること。,,,,,,IA,IA-造血剤,,,,,,,,1,5
IC-悪食の好物,IC,ユニークアイテム:エグザイル,悪食の好物,アクシキノコウフツ,一般,,,,,15,15,,人体の回復を促進する効果のある食べ物。しかし非常に消化効率が悪いため、エグザイルのような優れた消化能力がなければ効果が薄い。,マイナーアクションで使用する。あなたのHPを2D点回復する。この効果は1シナリオ3回まで使用できる。,,,,,,IA,IA-悪食の好物,,,,,,,,0,15
IC-金属骨格,IC,ユニークアイテム:エグザイル,金属骨格,キンソクコッカク,一般,,,,,20,20,,手術によって体内の骨を特殊な金属に置き換える。骨を武器として使うエグザイルシンドロームにとって、より強力な武器を手にすることになるが、骨格となった金属は自身の肉体をも傷つけてしまう。,あなたが行なう《骨の剣》または《骨の銃》によって作られた武器による攻撃の攻撃力に+5する。ただし、あなたは《骨の剣》または《骨の銃》を使用するたび、HPを3点失う。,,,,,,IA,IA-金属骨格,基本1-骨の剣 基本1-骨の銃 EA-骨の剣 EA-骨の銃,,,,,,,0,20
IC-音波モニター,IC,ユニークアイテム:ハヌマーン,音波モニター,オンハモニター,一般,,,,,20,20,,ハヌマーンのオーヴァードが発生させる超音波を、ゴーグル内に可視化してくれるヘルメット。これによって相手の内部まで見通す有利を得られる。,あなたがメジャーアクションで判定を行なう直前に使用する。その判定のダイスに+2個する。この効果は1シナリオに3回まで使用できる。,,,,,,IA,IA-音波モニター,,,,,,,,0,20
IC-錬金秘本,IC,ユニークアイテム:モルフェウス,錬金秘本,レンキンヒホン,一般,,,,,15,15,,中世の錬金術師たちが、その秘儀を後世に残したとされる書物。物質を変化させる力を持つモルフェウスがこの書を読めば、金銭に困ることがなくなる。しかし読む者の精神を堕落させる恐れがある。,あなたが《黄金錬成》によって得られる常備化ポイントを「+[LV×10]」から「+[LV×15]」に変更する。このアイテムを取得することで、あなたの侵蝕率基本値に+2する。,,,,110,,IA,IA-錬金秘本,基本1-黄金錬成 EA-黄金練成,,,,,,,0,15
IC-原初の混沌,IC,ユニークアイテム:モルフェウス,原初の混沌,ケンショノコントン,使い捨て,,,,,100,100,,EXレネゲイドが感染した不定形の粘体。モルフェウスのオーヴァードが持つことで、望む物品の形を与えられるが、すぐに崩れ去ってしまう。,いつでも使用できる。あなたは任意のユニークアイテムを得る。この際、あなたが有していないシンドロームのユニークアイテムを得て、使用してもよい。このアイテムはシーン終了時(戦闘中はラウンド終了時)に破壊される。レアアイテム。,,,,107,,IA,IA-原初の混沌,,,,,,,,1,100
