id,supplement,category,name,ruby,type,skill,acc,acc_int,atk,atk_int,guard,guard_int,rng,rng_int,procure,procure_int,stock,stock_int,exp,exp_int,rec,flavor,effect,price,rec_effect,ref_faq_id,ref_info_id,refed_power_id,refed_armor_id,refed_general_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_order,cost_order
上級-ダメージグローブ,上級,ユニークアイテム,ダメージグローブ,タメーシクローフ,白兵,〈白兵〉,0,0,1,1,1,1,至近,0,,,,,10,10,,装着すると、ピタリと手に吸い付くような謎の素材による手袋。,このアイテムを所持していると、あなたの素手のデータを以下のように変更する。あなたがなんらかのエフェクトで素手のデータを変更した場合、このアイテムの効果は失われる。,,,,,,,上級-ダメージグローブ,IA,,,,,,,,,0,10
上級-ヘルスナイパー,上級,ユニークアイテム:エンジェルハィロゥ,ヘルスナイパー,ヘルスナイハー,射撃,〈射撃〉,0,0,14,14,—,0,200m,200,,,,,35,35,,エンジェルハィロゥの超知覚能力に合わせてチューニングされた最新鋭の狙撃ライフル。,マイナーアクションを使用することで、そのメインプロセスの間、〈射撃〉判定の達成値に+2する。この武器は他の武器と同時に装備できない。同一エンゲージ内の対象には攻撃できない。,,,,,,,,IA,IA-ヘルスナイパー,,,,,,,,2,35
上級-レールガン,上級,ユニークアイテム:ブラックドッグ,レールガン,レールカン,射撃,〈射撃〉,−4,-4,20,20,—,0,100m,100,,,,,30,30,,ブラックドッグシンドロームの力を用いて電源供給する電磁加速式の小型砲。あまりの速度に、オーヴァードでも対応することができない。,この武器を使用する射撃攻撃に対しては、ガードを行なえない。この武器は1シーンに1回まで使用できる。,,,,,,,,IA,IA-レールガン,,,,,,,,2,30
上級-完全義体,上級,ユニークアイテム:ブラックドッグ,完全義体,カンセンキタイ,白兵,〈白兵〉,−2,-2,8,8,6,6,至近,0,,,,,60,60,,脳以外、肉体すべてを機械に換装した義体。ブラックドッグ能力によってエネルギーを供給されている。,機械であることを見破るには〈知覚〉による対決に勝利しなければならない。このアイテムを所持していると、あなたは装甲値に+10され(防具と重複する)、素手のデータが以下のように変更となる。,,,105,,,,上級-完全義体,IA,,,,,,,,,0,60
上級-ガシアスブレード,上級,ユニークアイテム:ハヌマーン,ガシアスブレード,カシアスフレート,白兵,〈白兵〉,−2,-2,3,3,—,0,至近,0,,,,,27,27,,強溶性の腐食ガスを、ハヌマーンシンドロームの持つ振動を操る力によって剣状に形成した武器。あらゆる物質を腐食ガスによって溶解し、切断する。,装備して、マイナーアクションを使用することで、そのシーンの間使用可能。この武器による攻撃は、対象の装甲値を無視してダメージを算出する。,,,,,,,,IA,IA-ガシアスブレード,,,,,,,,0,27
上級-風斬糸,上級,ユニークアイテム:ハヌマーン,風斬糸,フウサンシ,白兵,〈白兵〉,−5,-5,12,12,0,0,15m,15,,,,,36,36,,非常に強靱で鋭利なカーボンナノワイヤーを、ハヌマーンシンドロームの持つ振動を操る力によって操作する武器。見た目には無数の糸を風で操っているようにも見える。,,,,,,,,,IA,IA-風斬糸,,,,,,,,0,36
上級-ヴェイパーウォール,上級,ユニークアイテム:サラマンダー,ヴェイパーウォール,ウェイハーウォール,白兵,〈白兵〉,−1,-1,6,6,17,17,至近,0,,,,,50,50,,超高熱・超高圧の蒸気によって攻撃を弾く、不可視の盾。本体に付属のタンクから水を供給することで起動させる。熱をコントロール可能なサラマンダーシンドロームの持ち主だけが扱うことができる。本体はアタッシェケース状の日用品に偽装されており、使用時に展開する。,,,,,,,,,IA,IA-ヴェイパーウォール,,,,,,,,0,50
PE-キーンナイフ,PE,FHアイテム,キーンナイフ,キーンナイフ,白兵/射撃,〈白兵〉/〈射撃〉,0,0,5,5,1,1,至近/10m,10,購入不可,,2,2,,,,驚くべき鋭さを持つ、FH製のコンバットナイフ。,この武器による攻撃では、対象の装甲値を−5(最低0)してダメージを算出する。種別、技能、射程の/の右側が射撃攻撃を行なった場合のデータである。,,,,,,,,IA,IA-キーンナイフ,,,,,,,,1,2
PE-クロススラスト,PE,FHアイテム,クロススラスト,クロススラスト,白兵,〈白兵〉,−2,-2,10,10,3,3,至近,0,購入不可,,5,5,,,,FH製の槍。普段は1メートルほどの棒に偽装しているが、スイッチを入れることで2メートル弱の槍に展開する。,この武器を装備している間、他の武器は装備できない。この武器による攻撃の対象は、リアクションの判定のダイスを−1個する。,,,,,,,,IA,IA-クロススラスト,,,,,,,,0,5
PE-イノセントブレード,PE,FHアイテム,イノセントブレード,イノセントフレート,白兵,〈白兵〉,0,0,8,8,3,3,至近,0,購入不可,,18,18,,,,レネゲイドの影響を受けやすい、特殊な材質で作られた剣。,この武器による白兵攻撃にエフェクトを組み合わせていた場合、命中判定のダイスを+2個する。,,,,,,,,IA,IA-イノセントブレード,,,,,,,,0,18
PE-トツカ,PE,FHアイテム,トツカ,トツカ,白兵,〈白兵〉,−5,-5,16,16,8,8,至近,0,購入不可,,40,40,,,,5人がかりでようやく動かせる巨大な剣。,この武器を装備している間、他の武器は装備できない。装備している間、あなたの【行動値】を−5する。この武器による白兵攻撃の、命中判定の直前に使用する。その攻撃のダメージに+[あなたの【肉体】]する。この効果を使用するたびに、あなたの侵蝕率を+2する。,,,104,,,,,IA,IA-トツカ,,,,,,,,0,40
PE-ガードシールド,PE,FHアイテム,ガードシールド,カートシールト,白兵,〈白兵〉,0,0,1,1,6,6,至近,0,購入不可,,8,8,,,,身につけた者の動きを損なうことなく、防御を行なえるようにしたシールド。,あなたがガードを行なう際に宣言する。このガードの間、この武器のガード値を+5する。この効果は1ラウンドに1回まで使用できる。,,,,,,,,IA,IA-ガードシールド,,,,,,,,0,8
PE-FHG-666,PE,FHアイテム,FHG-666,FHG,射撃,〈射撃〉,0,0,6,6,—,0,20m,20,購入不可,,6,6,,,,FHが開発した、隠匿性能、威力、命中精度ともに優れた拳銃。表の業界で出回っている、どのような銃にも存在しない技術が使用されているという。,この武器を使用した〈射撃〉判定のダイスに+1個する。,,,,,,,,IA,IA-FHG-666,,,,,,,,2,6
PE-ラピッドファイア,PE,FHアイテム,ラピッドファイア,ラヒットファイア,射撃,〈射撃〉,−1,-1,9,9,—,0,50m,50,購入不可,,10,10,,,,特殊弾頭を扱うアサルトライフル。対人、対物ともに高い破壊性能を誇る。,この武器を装備している間、他の武器は装備できない。この武器を使用する射撃攻撃は同じエンゲージにいるキャラクターを攻撃の対象にできない。この武器による射撃攻撃の対象を決定する直前に使用する。その攻撃の対象を「対象:範囲(選択)」に変更する。この効果は1シーンに1回まで使用できる。,,,102,,,,,IA,IA-ラピッドファイア,,,,,,,,2,10
PE-レーザーライフル,PE,FHアイテム,レーザーライフル,レーサーライフル,射撃,〈射撃〉,0,0,8,8,—,0,200m,200,購入不可,,12,12,,,,レーザーを射出するライフル。複雑な機構を持つため、使用には高度な知識が必要となる。,この武器は〈知識:機械工学〉が4レベル以上あるキャラクターのみ使用できる。この武器による射撃攻撃は、対象の装甲値を無視してダメージを算出する。このアイテムは1シナリオに3回まで使用できる。,,,,,,,,IA,IA-レーザーライフル,,,,,,,,2,12
PE-Rカノン,PE,FHアイテム,Rカノン,Rカノン,射撃,〈射撃〉,−3,-3,8,8,—,0,100m,100,購入不可,,25,25,,,,EXレネゲイドを感染させたライフル。使用者の集中力に反応し、エネルギーを増幅する装置を搭載している。,この武器による射撃攻撃の命中判定の直前に使用する。その攻撃のダメージに+[あなたの【感覚】]する。この効果は1シーンに1回まで使用できる。,,,,,,,,IA,IA-Rカノン,,,,,,,,2,25
PE-悪魔の銃,PE,FHアイテム,悪魔の銃,アクマノシュウ,射撃,〈射撃〉,−1,-1,10,10,—,0,20m,20,購入不可,,30,30,,,,EXレネゲイドを感染させた拳銃。この銃に宿るウィルスは、使用者や攻撃の対象を侵蝕しようとする。,この武器で攻撃するたびに、あなたの侵蝕率に+3する。この武器による射撃攻撃が命中した場合、対象の侵蝕率を+5する。,,,,,,,,IA,IA-悪魔の銃,,,,,,,,2,30
PE-ヴィークル用レールキャノン,PE,FHアイテム,ヴィークル用レールキャノン,ウィークルヨウレールキャノン,射撃,〈射撃〉,−3,-3,20,20,—,0,1000m,1000,購入不可,,50,50,,,,FHが開発した、巨大な電磁砲。,搭乗状態の間のみ使用できる。この武器を使用した射撃攻撃は同じエンゲージにいるキャラクターを攻撃の対象にできない。,,,103,,,,,IA,IA-ヴィークル用レールキャノン,,,,,,,,2,50
PE-滅びの刃,PE,FHアイテム,滅びの刃,ホロヒノヤイハ,白兵,〈白兵〉,0,0,10,10,6,6,至近,0,購入不可,,50,50,,,,大量のEXレネゲイドに感染した日本刀。普段は切れ味が鋭いだけの武器だが、所有者の侵蝕率が高まると本来の切れ味を取り戻す。同時に、刃の形がまるで怪物のかぎ爪のように変化するという。,この武器による攻撃を行なうたびに、メインプロセスの終了時にあなたの侵蝕率に+2する。また、あなたの侵蝕率が100%以上の場合、この武器のデータを「命中:−2」「攻撃力:20」「ガード値:9」に変更する。,,,,,,,,IA,IA-滅びの刃,,,,,,,,0,50
PE-天雷の銃,PE,FHアイテム,天雷の銃,テンライノシュウ,射撃,〈射撃〉,−2,-2,9,9,—,0,300m,300,購入不可,,60,60,,,,標的の命を必ず奪うといわれる呪われた銃。その銃弾はまるで運命に導かれるように標的の急所を貫くが、同時に使用者の命を奪う危険性もある。,この武器による射撃攻撃の判定の直前に使用する。あなたは30点以下の任意のHPを消費すること。その判定の達成値を+[消費したHP]する。ただしこの効果で0以下になるようにHPを消費することはできない。この効果を使用するたびに、あなたの侵蝕率を+4する。,,,,,,,,IA,IA-天雷の銃,,,,,,,,2,60
IC-魔眼槍,IC,クリエイトアイテム:バロール,魔眼槍,マカンソウ,白兵,〈白兵〉,−4,-4,[LV+7],,5,5,至近,0,購入不可,,不可,,,,,魔眼そのものを変形させて、武器とするエフェクト。,そのシーンの間、以下のデータの武器を作成し、装備する。この武器で1点でもHPダメージを与えた場合、対象にバッドステータスの硬直を与える。,,,,,IC-魔眼槍,,,EA IA,,,,,,,,,0,999
IC-スネークブレード,IC,ユニークアイテム,スネークブレード,スネークフレート,白兵,〈白兵〉,−1,-1,8,8,3,3,至近,0,,,,,20,20,,分割された複数の刃を刀身内部のワイヤーで連結してある西洋剣。柄の部分にあるスイッチを押すことで連結を切り離し、射程の長い鞭状に切り替えることができる。,マイナーアクションの直前にオートアクションで使用する。この武器の射程を15mに変更する。射程を変更している間、使用した判定のダイスを−1個する。オートアクションで元に戻せる。,,,,,,,,IA,IA-スネークブレード,,,,,,,,0,20
IC-リキッドブレード,IC,ユニークアイテム,リキッドブレード,リキットフレート,白兵,〈白兵〉,−2,-2,解説参照,,解説参照,,至近,0,,,,,35,35,,EXレネゲイドが感染した液体金属を加工した剣。使用者の嗜好に合わせて、武器を最適な形態へと変化させる。,取得時に、この武器の攻撃力とガード値を、合計12点の範囲で好きなように割り振って決める。どちらにも最低1点は割り振ること。数値の再変更にはメジャーアクションを使用する。,,,,,,,,IA,IA-リキッドブレード,,,,,,,,0,35
IC-デアフライシュッツ,IC,ユニークアイテム,デアフライシュッツ,テアフライシュッツ,射撃,〈射撃〉,0,0,10,10,—,0,視界,,,,,,25,25,,常に3発の銃弾しか用意されないが、放たれた弾丸は標的をどこまでも追い続けるという狙撃銃。EXレネゲイドに観戦しており、この銃に射程距離という概念を喪失させている。,この武器による攻撃に対するドッジの判定のダイスは−2個される。この武器は同一エンゲージの対象を攻撃できず、1シナリオに3回まで使用できる。,,,,,,,,IA,IA-デアフライシュッツ,,,,,,,,2,25
IC-グラヴィティアブソーバー,IC,ユニークアイテム:バロール,グラヴィティアブソーバー,クラウィティアフソーハー,白兵,〈白兵〉,−2,-2,2,2,5,5,至近,0,,,,,20,20,,特殊な液体金属が表面に組み込まれた盾。重力に特殊な感応性を持つこの液体金属によって、衝撃を受けたときに発生した重力波を操ることで拡散、吸収する作用を持つ。,ガードを行なえない攻撃が命中した直後に使用する。その攻撃によって受ける(予定の)ダメージにを3D10点軽減する。この効果は1ラウンドに1回使用することができる。,,,,,,,,IA,IA-グラヴィティアブソーバー,,,,,,,,0,20
